Date,Close/Last,Volume,Open,High,Low
04/03/2023,$32.32,2137314,$32.54,$32.57,$32.03
03/31/2023,$32.59,2724594,$31.99,$32.64,$31.86
03/30/2023,$31.63,3563046,$31.48,$31.76,$31.36
03/29/2023,$31.19,4117637,$30.41,$31.26,$30.30
03/28/2023,$30.03,2813363,$29.99,$30.20,$29.77
03/27/2023,$29.93,3233843,$30.39,$30.4662,$29.71
03/24/2023,$29.97,3360702,$28.88,$30.01,$28.73
03/23/2023,$29.27,2350158,$29.35,$29.98,$29.10
03/22/2023,$29.22,2799179,$29.98,$30.20,$29.22
03/21/2023,$29.83,2832242,$29.61,$30.14,$29.39
03/20/2023,$29.09,3421562,$29.07,$29.56,$28.81
03/17/2023,$28.62,4992894,$29.21,$29.29,$28.48
03/16/2023,$29.41,4167323,$28.35,$29.5901,$28.25
03/15/2023,$28.79,5171939,$29.00,$29.45,$28.30
03/14/2023,$29.49,3998056,$30.00,$30.305,$29.22
03/13/2023,$29.04,6417145,$29.55,$29.885,$28.97
03/10/2023,$29.99,7940406,$31.38,$31.60,$29.89
03/09/2023,$31.55,4374857,$32.56,$32.91,$31.48
03/08/2023,$32.43,4847410,$32.24,$32.61,$32.19
03/07/2023,$32.29,4361011,$33.71,$34.15,$32.23
03/06/2023,$33.53,1936482,$34.04,$34.3093,$33.485
03/03/2023,$34.06,1919378,$33.60,$34.10,$33.34
03/02/2023,$33.27,2523489,$32.95,$33.29,$32.43
03/01/2023,$33.14,2808814,$33.25,$33.7395,$33.04
02/28/2023,$33.25,2020981,$33.65,$33.69,$33.22
02/27/2023,$33.66,1876227,$34.05,$34.26,$33.58
02/24/2023,$33.76,2255047,$33.66,$33.82,$33.18
02/23/2023,$34.12,2222626,$34.23,$34.55,$33.73
02/22/2023,$34.13,2003883,$34.40,$34.65,$33.89
02/21/2023,$34.48,3290900,$35.55,$35.84,$34.39
02/17/2023,$35.82,4812474,$35.85,$36.13,$35.50
02/16/2023,$36.01,2287128,$36.00,$36.38,$35.53
02/15/2023,$36.48,1580549,$36.30,$36.59,$35.81
02/14/2023,$36.54,2035993,$36.65,$37.1459,$36.21
02/13/2023,$36.72,2052866,$36.69,$36.87,$36.51
02/10/2023,$36.32,4349202,$36.55,$36.78,$36.06
02/09/2023,$36.69,2305238,$37.99,$38.48,$36.66
02/08/2023,$36.78,1567190,$36.94,$37.26,$36.55
02/07/2023,$36.85,1657757,$36.14,$36.98,$35.76
02/06/2023,$36.24,2379598,$36.71,$36.99,$35.98
02/03/2023,$37.70,2737338,$37.79,$38.02,$37.445
02/02/2023,$38.17,8228758,$37.59,$38.34,$37.2101
02/01/2023,$37.05,6326115,$37.08,$37.28,$36.32
01/31/2023,$37.20,2289060,$36.86,$37.52,$36.695
01/30/2023,$36.68,1188964,$37.49,$37.71,$36.635
01/27/2023,$37.71,1477339,$37.32,$37.95,$37.08
01/26/2023,$37.42,1163050,$37.30,$37.50,$36.92
01/25/2023,$36.92,1652373,$36.07,$37.00,$35.855
01/24/2023,$36.70,1177547,$37.07,$37.07,$36.59
01/23/2023,$36.97,1389496,$36.36,$37.10,$36.10
01/20/2023,$36.27,1469091,$35.56,$36.28,$35.46
01/19/2023,$35.64,1635661,$35.44,$35.92,$35.44
01/18/2023,$35.61,2014220,$35.85,$36.41,$35.60
01/17/2023,$35.65,1554929,$35.96,$36.12,$35.425
01/13/2023,$35.58,2184557,$34.88,$35.72,$34.78
01/12/2023,$35.15,2464300,$34.94,$35.55,$34.48
01/11/2023,$34.59,1834355,$34.03,$34.69,$34.01
01/10/2023,$33.67,1373167,$33.79,$33.926,$33.29
01/09/2023,$33.84,1955707,$33.69,$34.44,$33.45
01/06/2023,$33.27,2028284,$32.34,$33.39,$32.13
01/05/2023,$32.10,1795084,$32.56,$32.76,$31.91
01/04/2023,$32.90,2016563,$31.96,$32.9576,$31.96
01/03/2023,$31.56,1666283,$31.76,$32.12,$31.18
12/30/2022,$31.46,1814310,$31.75,$32.07,$31.25
12/29/2022,$32.04,2172743,$31.41,$32.19,$31.26
12/28/2022,$31.07,3310078,$31.52,$31.92,$31.035
12/27/2022,$31.44,N/A,$31.44,$31.44,$31.44
12/23/2022,$31.44,N/A,$31.44,$31.44,$31.44
12/22/2022,$31.44,N/A,$31.44,$31.44,$31.44
12/21/2022,$31.44,3837797,$31.00,$31.68,$30.77
12/20/2022,$30.87,4448306,$31.17,$31.33,$30.78
12/19/2022,$31.39,4328790,$32.26,$32.46,$31.32
12/16/2022,$32.40,4741562,$32.56,$33.08,$32.32
12/15/2022,$33.11,4104557,$33.38,$33.55,$33.01
12/14/2022,$33.58,5317377,$34.01,$34.44,$33.58
12/13/2022,$33.85,4948214,$34.12,$34.97,$33.75
12/12/2022,$33.64,5275179,$36.15,$36.345,$33.02
12/09/2022,$43.15,2594170,$43.42,$43.67,$43.075
12/08/2022,$43.61,3113478,$43.48,$44.13,$43.47
12/07/2022,$43.30,3079123,$43.11,$43.925,$43.10
12/06/2022,$43.35,1995529,$44.11,$44.19,$42.99
12/05/2022,$44.15,2764378,$44.47,$44.9897,$43.61
12/02/2022,$45.13,2774804,$45.89,$46.11,$44.92
12/01/2022,$46.73,3335489,$47.43,$47.53,$45.56
11/30/2022,$47.15,4248983,$45.48,$47.52,$44.78
11/29/2022,$44.97,2159606,$45.21,$45.21,$44.62
11/28/2022,$45.33,2405890,$46.15,$46.37,$45.205
11/25/2022,$46.56,1094439,$45.71,$46.82,$45.70
11/23/2022,$45.70,2364289,$44.70,$45.72,$44.70
11/22/2022,$44.70,1340028,$44.14,$44.78,$44.0875
11/21/2022,$44.07,2365185,$43.97,$44.60,$43.60
11/18/2022,$44.72,1455460,$45.25,$45.44,$44.36
11/17/2022,$44.94,2457740,$45.20,$45.53,$44.63
11/16/2022,$45.82,2330464,$46.04,$46.195,$45.37
11/15/2022,$46.38,2618316,$46.66,$46.97,$45.69
11/14/2022,$45.63,2331083,$46.23,$46.45,$45.40
11/11/2022,$46.80,4803567,$45.41,$47.38,$45.26
11/10/2022,$44.71,4277561,$42.73,$46.15,$42.22
11/09/2022,$40.54,3345879,$40.65,$41.34,$40.51
11/08/2022,$41.27,2734504,$41.36,$42.16,$40.91
11/07/2022,$41.22,2428570,$40.54,$41.325,$40.41
11/04/2022,$40.45,2512120,$39.92,$40.92,$39.59
11/03/2022,$38.87,3357647,$38.34,$39.14,$38.19
11/02/2022,$38.80,2858476,$39.99,$40.86,$38.77
11/01/2022,$40.02,3203410,$40.68,$40.99,$39.83
10/31/2022,$39.61,2687569,$39.87,$40.11,$39.37
10/28/2022,$40.19,2214813,$39.71,$40.27,$39.28
10/27/2022,$39.78,4255105,$39.62,$40.83,$39.49
10/26/2022,$39.46,3378381,$39.15,$40.28,$38.89
10/25/2022,$39.24,3669948,$38.36,$39.51,$38.24
10/24/2022,$38.10,3199666,$38.40,$38.51,$37.17
10/21/2022,$38.25,4093844,$37.46,$38.26,$37.10
10/20/2022,$37.75,2917352,$38.75,$39.245,$37.70
10/19/2022,$38.75,2746826,$39.54,$39.68,$38.61
10/18/2022,$39.93,2521033,$40.04,$40.40,$39.505
10/17/2022,$39.06,2640069,$38.87,$39.64,$38.70
10/14/2022,$37.90,2984071,$39.69,$39.94,$37.89
10/13/2022,$39.11,4101544,$37.46,$39.505,$36.93
10/12/2022,$38.43,5421991,$38.75,$38.92,$38.11
10/11/2022,$38.83,3472825,$40.07,$40.20,$38.59
10/10/2022,$40.04,1255017,$40.64,$40.79,$40.04
10/07/2022,$40.42,2455121,$41.70,$41.82,$40.165
10/06/2022,$42.11,2165796,$42.96,$43.11,$41.95
10/05/2022,$43.40,1795515,$43.45,$43.72,$42.90
10/04/2022,$44.32,2766151,$42.99,$44.33,$42.91
10/03/2022,$42.18,1865390,$41.68,$42.64,$41.19
09/30/2022,$40.89,2175616,$40.92,$42.095,$40.66
09/29/2022,$40.72,3038628,$41.68,$41.81,$40.25
09/28/2022,$42.29,3107931,$41.66,$42.525,$41.55
09/27/2022,$41.50,2710459,$43.17,$43.46,$41.385
09/26/2022,$42.67,2070858,$43.47,$43.97,$42.355
09/23/2022,$43.81,2935744,$44.83,$44.88,$43.48
09/22/2022,$45.56,1547365,$46.41,$46.66,$45.47
09/21/2022,$46.44,1436969,$47.52,$47.84,$46.42
09/20/2022,$47.42,1346592,$47.93,$48.1099,$47.03
09/19/2022,$48.38,1076432,$47.49,$48.44,$47.38
09/16/2022,$48.03,1033867,$48.20,$48.34,$47.54
09/15/2022,$48.80,1312565,$49.28,$50.04,$48.74
09/14/2022,$49.73,909080,$49.38,$50.19,$49.30
09/13/2022,$49.39,1386115,$50.12,$50.33,$49.21
09/12/2022,$51.33,1606309,$50.68,$51.45,$50.68
09/09/2022,$50.30,1385036,$49.93,$50.42,$49.72
09/08/2022,$49.43,1376857,$47.77,$49.46,$47.56
09/07/2022,$48.21,1178691,$47.22,$48.28,$46.97
09/06/2022,$47.24,1417619,$47.61,$47.81,$46.53
09/02/2022,$47.57,1509244,$48.03,$48.56,$47.29
09/01/2022,$47.48,1617026,$47.68,$47.86,$46.62
08/31/2022,$48.11,1255356,$48.56,$49.14,$48.08
08/30/2022,$48.60,1246431,$49.35,$49.705,$48.47
08/29/2022,$49.23,1183510,$48.88,$49.52,$48.72
08/26/2022,$49.18,1576096,$51.32,$51.47,$49.13
08/25/2022,$51.52,1007190,$51.26,$51.70,$51.09
08/24/2022,$51.03,741513,$50.76,$51.53,$50.69
08/23/2022,$51.09,1032292,$51.12,$51.60,$50.75
08/22/2022,$51.02,1610232,$50.69,$51.17,$50.37
08/19/2022,$51.65,888112,$52.23,$52.23,$51.175
08/18/2022,$52.46,1021261,$52.49,$52.78,$52.20
08/17/2022,$52.49,1060858,$52.36,$52.88,$51.935
08/16/2022,$53.07,1268928,$53.01,$53.285,$52.52
08/15/2022,$53.16,1098193,$52.96,$53.57,$52.89
08/12/2022,$53.72,1529103,$53.95,$53.98,$53.27
08/11/2022,$53.56,2299173,$53.29,$54.08,$52.77
08/10/2022,$52.97,2326255,$51.24,$53.13,$50.9756
08/09/2022,$50.20,1503785,$50.00,$50.30,$49.67
08/08/2022,$50.24,1296465,$50.26,$50.88,$50.13
08/05/2022,$49.85,1023365,$49.64,$49.93,$49.139
08/04/2022,$50.27,893940,$49.86,$50.27,$49.58
08/03/2022,$49.73,985727,$49.55,$49.915,$49.07
08/02/2022,$48.98,1444865,$49.43,$49.49,$48.82
08/01/2022,$49.60,1435679,$49.13,$49.8875,$48.82
07/29/2022,$49.60,1398891,$49.13,$49.8875,$48.82
07/28/2022,$49.26,1645417,$48.30,$49.45,$47.92
07/27/2022,$48.37,1562959,$47.75,$48.77,$47.6741
07/26/2022,$47.35,1338783,$47.92,$48.0656,$47.04
07/25/2022,$48.26,1659528,$48.15,$48.3697,$47.75
07/22/2022,$48.00,1684369,$48.07,$48.56,$47.50
07/21/2022,$48.04,1315206,$47.50,$48.07,$47.12
07/20/2022,$47.56,1155906,$46.56,$47.825,$46.56
07/19/2022,$46.84,1750382,$45.63,$47.10,$45.43
07/18/2022,$44.97,959722,$45.39,$45.76,$44.89
07/15/2022,$44.75,1343339,$43.91,$44.77,$43.33
07/14/2022,$43.23,1733110,$43.34,$43.585,$42.21
07/13/2022,$44.15,1284455,$44.01,$44.545,$43.39
07/12/2022,$44.88,1228308,$44.10,$45.32,$44.10
07/11/2022,$44.46,1044960,$44.96,$45.12,$44.28
07/08/2022,$45.44,1204323,$45.51,$45.84,$45.05
07/07/2022,$45.84,1134384,$45.04,$45.9207,$45.02
07/06/2022,$44.60,1811013,$44.87,$45.07,$44.02
07/05/2022,$44.87,1896770,$44.18,$44.9175,$43.55
07/01/2022,$45.02,886572,$44.21,$45.12,$44.04
06/30/2022,$44.47,2002400,$44.30,$44.80,$43.65
06/29/2022,$44.69,1487796,$44.82,$45.19,$44.31
06/28/2022,$45.07,1658763,$46.18,$46.47,$44.79
06/27/2022,$45.73,979779,$46.11,$46.11,$45.30
06/24/2022,$45.65,1122660,$44.98,$45.82,$44.53
06/23/2022,$44.37,1221725,$43.72,$44.425,$43.52
06/22/2022,$43.51,1562738,$43.07,$44.015,$42.86
06/21/2022,$43.81,1747919,$44.15,$44.51,$43.66
06/17/2022,$43.37,2348494,$43.13,$44.05,$42.89
06/16/2022,$43.18,2904762,$44.42,$44.70,$42.98
06/15/2022,$45.72,2686735,$45.54,$46.47,$44.84
06/14/2022,$44.92,2534807,$45.39,$45.40,$44.44
06/13/2022,$45.23,3123020,$45.55,$45.85,$44.77
06/10/2022,$47.19,1374620,$47.96,$48.10,$46.98
06/09/2022,$48.82,1125424,$49.79,$49.98,$48.82
06/08/2022,$50.17,589401,$50.80,$50.92,$49.97
06/07/2022,$50.98,875055,$50.15,$51.1072,$50.15
06/06/2022,$50.70,1067166,$50.85,$51.47,$50.465
06/03/2022,$50.24,1422669,$50.80,$50.94,$50.06
06/02/2022,$51.37,1354260,$49.88,$51.39,$49.69
06/01/2022,$49.98,1410453,$50.69,$51.17,$49.63
05/31/2022,$50.60,3837929,$50.73,$51.48,$50.04
05/27/2022,$50.34,2717947,$48.50,$50.39,$48.50
05/26/2022,$48.27,1482393,$47.21,$48.7139,$47.08
05/25/2022,$47.03,891872,$46.46,$47.20,$46.32
05/24/2022,$46.84,1574408,$46.74,$46.98,$45.26
05/23/2022,$47.03,1084762,$47.66,$47.78,$46.79
05/20/2022,$47.09,1981701,$47.09,$47.31,$45.755
05/19/2022,$46.30,3005694,$45.60,$46.87,$45.15
05/18/2022,$45.89,2439695,$48.27,$48.36,$45.78
05/17/2022,$48.92,2476718,$48.84,$49.41,$48.415
05/16/2022,$47.78,2508145,$47.75,$48.45,$46.95
05/13/2022,$47.71,2942231,$46.25,$48.02,$45.65
05/12/2022,$45.43,3774760,$46.43,$46.43,$44.125
05/11/2022,$46.83,2411341,$47.00,$48.29,$46.64
05/10/2022,$47.16,3402523,$47.34,$47.91,$46.29
05/09/2022,$46.31,2845828,$47.55,$48.10,$46.23
05/06/2022,$48.44,2421923,$48.80,$48.93,$47.82
05/05/2022,$49.21,2231251,$51.32,$51.50,$48.91
05/04/2022,$51.91,2295959,$50.53,$51.95,$49.92
05/03/2022,$50.55,1325569,$50.46,$51.00,$50.05
05/02/2022,$50.20,1836799,$49.76,$50.27,$49.12
04/29/2022,$49.86,1380134,$51.46,$51.85,$49.665
04/28/2022,$51.64,1346638,$50.87,$51.89,$50.53
04/27/2022,$50.32,2086056,$50.85,$51.45,$50.20
04/26/2022,$49.74,2190084,$51.41,$51.50,$49.685
04/25/2022,$51.89,1960456,$51.10,$52.16,$50.58
04/22/2022,$51.64,1889275,$54.21,$54.21,$51.55
04/21/2022,$54.41,1056381,$56.12,$56.59,$54.35
04/20/2022,$55.55,982072,$55.47,$55.75,$54.87
04/19/2022,$54.83,1253169,$53.81,$55.17,$53.81
04/18/2022,$53.78,1078680,$54.41,$54.56,$53.555
04/14/2022,$54.63,1228032,$54.63,$55.28,$54.38
04/13/2022,$54.47,1122322,$53.87,$54.69,$53.52
04/12/2022,$53.85,1102644,$54.61,$55.10,$53.76
04/11/2022,$54.58,1426620,$55.72,$55.94,$54.51
04/08/2022,$56.14,891482,$56.31,$56.76,$55.85
04/07/2022,$56.32,1936664,$57.02,$57.12,$55.94
04/06/2022,$57.38,1683528,$57.76,$57.94,$57.02
04/05/2022,$58.19,2146193,$58.61,$59.16,$58.01
04/04/2022,$58.62,1157040,$57.49,$58.64,$57.33
04/01/2022,$57.15,1229894,$57.12,$57.25,$56.53
03/31/2022,$56.57,1618597,$57.52,$58.25,$56.57
03/30/2022,$57.61,859012,$57.86,$58.35,$57.39
03/29/2022,$58.28,1024351,$58.09,$58.41,$57.78
03/28/2022,$57.18,894723,$56.64,$57.24,$56.21
03/25/2022,$56.86,1151815,$56.61,$56.90,$56.02
03/24/2022,$56.36,1411416,$55.77,$56.52,$55.395
03/23/2022,$55.47,1103126,$56.49,$56.60,$55.45
03/22/2022,$56.65,1054580,$56.61,$56.92,$56.29
03/21/2022,$56.03,961211,$55.71,$56.185,$55.19
03/18/2022,$55.91,1369028,$55.29,$57.78,$54.70
03/17/2022,$55.47,1440546,$54.52,$55.49,$54.31
03/16/2022,$54.57,1961391,$53.39,$54.95,$53.02
03/15/2022,$52.79,1778494,$52.48,$52.88,$51.96
03/14/2022,$52.13,1425994,$53.39,$54.01,$51.83
03/11/2022,$53.50,1720150,$54.11,$54.65,$53.45
03/10/2022,$53.92,977405,$53.45,$54.08,$53.09
03/09/2022,$54.26,1774216,$53.48,$54.44,$53.06
03/08/2022,$52.20,1403489,$52.74,$53.53,$51.78
03/07/2022,$52.29,2767301,$53.72,$54.265,$52.25
03/04/2022,$54.00,1382351,$53.24,$54.03,$52.78
03/03/2022,$53.92,1094727,$54.89,$55.02,$53.601
03/02/2022,$54.77,1448815,$53.68,$54.98,$53.67
03/01/2022,$53.38,1675572,$54.51,$54.68,$52.62
02/28/2022,$54.64,2183490,$53.76,$54.75,$53.43
02/25/2022,$54.82,1728083,$53.39,$54.855,$52.77
02/24/2022,$53.30,2090318,$50.20,$53.375,$50.05
02/23/2022,$52.32,1359867,$54.02,$54.21,$52.24
02/22/2022,$53.39,1979974,$53.14,$53.95,$52.66
02/18/2022,$53.20,3594043,$54.78,$55.04,$52.995
02/17/2022,$54.58,1748655,$56.00,$56.09,$54.52
02/16/2022,$56.44,1599610,$56.39,$56.685,$55.785
02/15/2022,$56.50,2051343,$57.59,$57.86,$56.29
02/14/2022,$56.66,2684625,$58.07,$58.07,$56.29
02/11/2022,$58.05,3055533,$59.99,$60.20,$57.98
02/10/2022,$59.72,5876172,$59.70,$62.465,$59.52
02/09/2022,$56.90,3147825,$56.75,$57.57,$56.72
02/08/2022,$56.11,1539267,$55.59,$56.305,$55.01
02/07/2022,$55.78,1641541,$54.75,$56.32,$54.75
02/04/2022,$54.65,3136869,$54.15,$55.27,$54.15
02/03/2022,$54.40,2027717,$55.23,$55.285,$54.39
02/02/2022,$55.85,1294443,$56.01,$56.10,$55.215
02/01/2022,$55.56,1587277,$55.20,$55.64,$54.43
01/31/2022,$55.10,2191296,$52.90,$55.23,$52.83
01/28/2022,$53.18,1891701,$52.175,$53.22,$51.85
01/27/2022,$52.28,2843670,$53.26,$53.44,$52.14
01/26/2022,$52.73,3038676,$54.38,$55.07,$52.47
01/25/2022,$53.85,2175140,$52.59,$54.515,$52.33
01/24/2022,$53.62,2405788,$52.03,$53.71,$50.87
01/21/2022,$53.39,1897062,$54.54,$54.54,$53.30
01/20/2022,$54.87,1353320,$55.41,$56.44,$54.69
01/19/2022,$54.99,1667879,$56.01,$56.01,$54.63
01/18/2022,$55.56,2212956,$56.63,$56.76,$55.265
01/14/2022,$57.09,1559895,$57.57,$57.92,$56.51
01/13/2022,$58.31,1472513,$59.06,$59.58,$58.11
01/12/2022,$58.96,2038282,$59.05,$59.91,$58.68
01/11/2022,$58.66,988566,$56.75,$58.69,$56.54
01/10/2022,$56.68,1071428,$56.92,$57.22,$55.975
01/07/2022,$57.37,988413,$57.60,$57.97,$56.88
01/06/2022,$57.55,3149615,$57.75,$57.87,$56.87
01/05/2022,$57.78,1960506,$60.73,$60.87,$57.76
01/04/2022,$60.52,1689219,$60.00,$61.06,$59.96
01/03/2022,$59.95,868533,$60.38,$60.99,$59.625
12/31/2021,$60.38,1137930,$60.53,$60.585,$59.71
12/30/2021,$60.53,753823,$60.95,$61.43,$60.48
12/29/2021,$60.92,1039930,$61.02,$61.47,$60.59
12/28/2021,$60.84,654828,$60.80,$61.20,$60.64
12/27/2021,$60.81,575662,$59.93,$60.84,$59.69
12/23/2021,$59.94,1004009,$58.99,$60.07,$58.8033
12/22/2021,$58.79,952352,$57.84,$58.79,$57.57
12/21/2021,$57.86,1133437,$57.21,$58.295,$57.15
12/20/2021,$56.58,958217,$56.37,$57.01,$55.83
12/17/2021,$57.32,1121326,$57.67,$58.12,$56.70
12/16/2021,$58.31,1444697,$59.10,$59.47,$58.25
12/15/2021,$59.03,1508825,$57.64,$59.32,$57.22
12/14/2021,$57.62,1723503,$57.33,$58.2513,$57.31
12/13/2021,$58.04,1241908,$58.11,$58.31,$57.675
12/10/2021,$58.38,846655,$58.26,$58.51,$57.83
12/09/2021,$57.89,761352,$58.05,$58.43,$57.60
12/08/2021,$58.38,861702,$58.94,$59.29,$58.25
12/07/2021,$58.92,1205621,$58.60,$59.315,$58.44
12/06/2021,$57.29,1496772,$56.42,$57.73,$56.02
12/03/2021,$55.50,2040600,$57.26,$57.72,$54.85
12/02/2021,$57.11,1297944,$55.60,$57.41,$55.52
12/01/2021,$55.40,2476975,$56.90,$57.26,$55.40
11/30/2021,$56.17,2178562,$57.58,$57.73,$55.88
11/29/2021,$57.92,1443330,$58.06,$58.79,$57.595
11/26/2021,$57.55,934543,$57.49,$57.82,$56.80
11/24/2021,$59.12,895295,$58.11,$59.18,$58.01
11/23/2021,$58.47,1349442,$58.74,$58.98,$57.67
11/22/2021,$58.85,991823,$59.81,$60.34,$58.7678
11/19/2021,$59.60,1242315,$59.01,$59.61,$58.45
11/18/2021,$59.37,796159,$59.39,$59.95,$58.93
11/17/2021,$59.36,1559882,$59.44,$59.83,$58.9245
11/16/2021,$59.47,1200371,$59.24,$59.78,$59.24
11/15/2021,$59.22,1499421,$60.55,$61.21,$59.12
11/12/2021,$60.36,2274708,$59.01,$61.49,$59.01
11/11/2021,$58.94,1552543,$61.18,$61.18,$58.76
11/10/2021,$60.40,1254268,$60.97,$60.97,$60.27
11/09/2021,$61.43,1096234,$61.48,$61.95,$60.91
11/08/2021,$61.49,850750,$61.97,$62.20,$61.32
11/05/2021,$61.58,1217082,$61.06,$61.93,$61.04
11/04/2021,$60.56,850309,$60.42,$60.95,$60.06
11/03/2021,$60.70,1233834,$60.44,$60.78,$59.76
11/02/2021,$60.39,1571862,$60.30,$61.30,$60.02
11/01/2021,$60.29,1516886,$60.62,$60.90,$60.08
10/29/2021,$60.39,2265594,$61.42,$61.95,$60.32
10/28/2021,$61.85,1507641,$60.84,$61.935,$60.84
10/27/2021,$60.68,2167023,$61.00,$61.50,$60.65
10/26/2021,$61.26,1258083,$61.91,$61.97,$61.10
10/25/2021,$61.50,1242287,$60.95,$61.61,$60.56
10/22/2021,$61.01,1064841,$60.60,$61.08,$60.22
10/21/2021,$60.38,1265311,$59.69,$60.445,$59.475
10/20/2021,$59.69,1495213,$58.75,$59.86,$58.53
10/19/2021,$58.66,1251420,$58.97,$59.00,$58.41
10/18/2021,$58.56,653901,$58.45,$58.61,$58.12
10/15/2021,$58.73,1188156,$58.68,$58.87,$58.44
10/14/2021,$58.09,1357954,$57.02,$58.14,$57.02
10/13/2021,$56.77,883519,$56.67,$56.87,$56.05
10/12/2021,$56.40,1112706,$56.22,$56.65,$56.06
10/11/2021,$56.22,930419,$56.24,$56.579,$56.06
10/08/2021,$56.30,1287635,$55.81,$56.41,$55.425
10/07/2021,$55.80,1468047,$54.93,$56.35,$54.93
10/06/2021,$54.34,1325151,$53.52,$54.53,$53.39
10/05/2021,$54.24,1044548,$54.00,$54.63,$53.74
10/04/2021,$53.79,1543985,$54.48,$54.57,$53.24
10/01/2021,$54.62,1870459,$53.85,$54.88,$53.27
09/30/2021,$53.51,2956784,$53.58,$54.29,$53.27
09/29/2021,$53.34,2307343,$54.13,$54.22,$53.16
09/28/2021,$53.94,3228273,$55.00,$55.00,$53.83
09/27/2021,$55.57,1854579,$55.98,$56.10,$55.30
09/24/2021,$55.99,1240160,$55.77,$56.13,$55.27
09/23/2021,$56.19,2916911,$56.00,$56.61,$55.94
09/22/2021,$55.61,2443686,$54.95,$55.93,$54.61
09/21/2021,$54.45,3302489,$52.95,$54.90,$52.84
09/20/2021,$52.35,2125932,$52.98,$53.04,$51.70
09/17/2021,$53.96,2700423,$54.86,$55.16,$53.73
09/16/2021,$55.17,1012922,$55.41,$55.81,$54.74
09/15/2021,$55.54,1366613,$55.28,$55.73,$54.83
09/14/2021,$55.20,1164067,$55.91,$56.01,$55.15
09/13/2021,$55.79,1690855,$55.49,$55.90,$55.34
09/10/2021,$55.09,1224590,$56.35,$56.39,$55.09
09/09/2021,$55.91,1943455,$55.92,$56.71,$55.63
09/08/2021,$55.91,1165199,$56.11,$56.34,$55.68
09/07/2021,$56.36,1253935,$56.52,$56.86,$56.295
09/03/2021,$56.87,1094681,$57.06,$57.06,$56.41
09/02/2021,$56.94,1161656,$56.72,$57.06,$56.65
09/01/2021,$56.52,1602824,$56.03,$56.86,$55.54
08/31/2021,$55.55,2629408,$56.26,$56.62,$55.54
08/30/2021,$56.37,3003094,$57.20,$57.2518,$56.34
08/27/2021,$56.96,1525812,$56.38,$57.135,$56.36
08/26/2021,$56.33,1168786,$56.45,$56.69,$56.25
08/25/2021,$56.39,1544561,$55.86,$56.55,$55.691
08/24/2021,$55.74,1799762,$56.01,$56.27,$55.40
08/23/2021,$56.00,2023206,$56.01,$56.55,$55.95
08/20/2021,$55.68,1923607,$54.58,$55.71,$54.27
08/19/2021,$54.60,1595392,$55.00,$55.04,$54.44
08/18/2021,$55.74,2457787,$55.54,$56.34,$55.30
08/17/2021,$55.25,5246445,$56.30,$56.32,$54.80
08/16/2021,$56.67,2778803,$56.50,$56.95,$56.37
08/13/2021,$56.68,2114164,$56.86,$57.17,$56.35
08/12/2021,$56.55,4507318,$57.32,$57.51,$54.59
08/11/2021,$57.38,2937815,$57.31,$57.70,$56.98
08/10/2021,$57.28,2006568,$57.14,$57.83,$57.14
08/09/2021,$57.05,3439985,$57.00,$57.11,$56.37
08/06/2021,$56.71,3774863,$56.00,$56.98,$55.90
08/05/2021,$55.83,1690865,$55.28,$55.87,$55.21
08/04/2021,$55.13,3728844,$54.26,$55.89,$54.19
08/03/2021,$54.44,2997662,$53.84,$54.53,$53.67
08/02/2021,$54.10,2711028,$54.44,$54.77,$53.87
07/30/2021,$53.99,3688209,$54.22,$54.90,$53.83
07/29/2021,$54.60,6663886,$53.93,$54.80,$53.43
07/28/2021,$53.57,3332221,$52.20,$53.71,$51.885
07/27/2021,$52.15,3445699,$50.40,$52.39,$50.32
07/26/2021,$50.69,5046936,$51.00,$51.16,$50.56
07/23/2021,$51.20,8058768,$51.92,$52.30,$50.97
07/22/2021,$51.43,4542872,$50.97,$51.6982,$50.71
07/21/2021,$50.97,2226455,$49.69,$51.15,$49.61
07/20/2021,$49.18,3524450,$47.89,$49.27,$47.65
07/19/2021,$47.88,6353717,$48.71,$48.80,$47.33
07/16/2021,$49.57,3131888,$50.58,$50.63,$49.50
07/15/2021,$50.43,2612328,$50.38,$50.61,$50.10
07/14/2021,$50.65,2450503,$50.67,$50.92,$50.44
07/13/2021,$50.49,4143010,$50.76,$50.90,$50.08
07/12/2021,$51.02,1899690,$51.13,$51.23,$50.75
07/09/2021,$51.26,1941376,$50.82,$51.295,$50.49
07/08/2021,$50.31,3786563,$50.025,$50.485,$49.25
07/07/2021,$50.90,2477265,$51.14,$51.14,$50.57
07/06/2021,$51.05,3044196,$51.22,$51.22,$50.54
07/02/2021,$51.33,2493860,$51.71,$52.00,$51.00
07/01/2021,$51.67,1470200,$51.05,$51.80,$51.05
06/30/2021,$50.98,3245846,$52.22,$52.43,$50.88
06/29/2021,$52.45,3271435,$52.05,$52.46,$51.52
06/28/2021,$51.98,3306252,$51.76,$52.525,$51.40
06/25/2021,$51.76,3647912,$51.413,$51.7699,$51.0064
06/24/2021,$51.2444,2781135,$50.1735,$51.3882,$50.0049
06/23/2021,$49.7769,2303231,$50.1338,$50.1338,$49.3059
06/22/2021,$49.8859,2930904,$49.3108,$50.048,$49.1026
06/21/2021,$49.291,2148943,$48.7754,$49.4001,$48.5374
